NER,frequency,to appear? (yes/no),EN name,EL name
vassilopoulos,1,yes,Vassilopoulos,Βασιλόπουλος
alpha bank,1,yes,Alpha Bank,Τράπεζα Άλφα
goldman sacks,1,yes,Goldman Sacks,Η Goldman Απολύει
yperth fund,1,yes,Yperth Fund,Yperth Fund
eyath,1,yes,Eyath,Eyath
state treasury,1,yes,State Treasury,Κρατικό Ταμείο
ada,1,yes,Ada,Ada
cleon gregoriadis,1,yes,Cleon Gregoriadis,Κλέων Γρηγοριάδης
eric,1,yes,Eric,Eric
cleones,1,yes,Cleones,Κλέονς
mrs. koutsouba,1,yes,Mrs. Koutsouba,Κυρία Κουτσούμπα
alafousos,1,yes,Alafousos,Παραγκουπόλεις
donbass,1,yes,Donbass,Donbass
stoltenberg,1,yes,Stoltenberg,Stoltenberg
gotse,1,yes,Gotse,Gotse
franco-german axis,1,yes,Franco-german Axis,Γαλλογερμανικός Άξονας
goldberg,1,yes,Goldberg,Χρυσωρυχείο
athens declaration,1,yes,Athens Declaration,Διακήρυξη Της Αθήνας
golan,1,yes,Golan,Golan
president lula of brazil,1,yes,President Lula Of Brazil,Ο Πρόεδρος Της Βραζιλίας Λούλα
december,1,yes,December,Δεκέμβριος
goal goals,1,yes,Goal Goals,Στόχοι Στόχοι
house of hellenes,1,yes,House Of Hellenes,Σπίτι Των Ελλήνων
members of the central committee,1,yes,Members Of The Central Committee,Μέλη Της Κεντρικής Επιτροπής
christina baltatzi,1,yes,Christina Baltatzi,Χριστίνα Μπαλτατζή
l.a.e.,1,yes,L.a.e.,L.a.e.
kostas stefanidis,1,yes,Kostas Stefanidis,Κώστας Στεφανίδης
serafim seferiadis,1,yes,Serafim Seferiadis,Σεραφείμ Σεφεριάδης
conflict policy laboratory,1,yes,Conflict Policy Laboratory,Εργαστήριο Πολιτικής Συγκρούσεων
christos mouratidis,1,yes,Christos Mouratidis,Χρίστος Μουρατίδης
alexandra koronaiou,1,yes,Alexandra Koronaiou,Αλεξάνδρα Κορωναίου
stathis kouvelakis,1,yes,Stathis Kouvelakis,Στάθης Κουβελάκης
kings college london,1,yes,Kings College London,Kings College London
marie velonaki,1,yes,Marie Velonaki,Marie Velonaki
unsw university,1,yes,Unsw University,Πανεπιστήμιο Unsw
syntenko,1,yes,Syntenko,Syntenko
psarantonis xylouris,1,yes,Psarantonis Xylouris,Psarantonum Xylouris
may 1968,1,yes,May 1968,Μάιος 1968
nea smyrni,1,yes,Nea Smyrni,Λίπανση Nea
rixi,1,yes,Rixi,Rixi
gbp,1,yes,Gbp,Gbp
deddeo,1,yes,Deddeo,Deddeo
january 1,1,yes,January 1,1 Ιανουαρίου
beginning,1,yes,Beginning,Αρχή
intrum hellas,1,yes,Intrum Hellas,Intruder Hellas
dovalue,1,yes,Dovalue,Dovalue
fuel pass,1,yes,Fuel Pass,Πάσο Καυσίμου
donald trump,1,yes,Donald Trump,Ντόναλντ Τραμπ
vasta gerouns,1,yes,Vasta Gerouns,Vasta Gerouns
december 2014,1,yes,December 2014,Δεκέμβριος 2014
venezuela,1,yes,Venezuela,Βενεζουέλα
ten-t,1,yes,Ten-t,Ten-t
piraeus banks,1,yes,Piraeus Banks,Τράπεζες Πειραιώς
ethniki,1,yes,Ethniki,Ethniki
demirta system,1,yes,Demirta System,Σύστημα Demirta
28 october,1,yes,28 October,28 Οκτωβρίου
payments,1,yes,Payments,Πληρωμές
free press,1,yes,Free Press,Ελεύθερος Τύπος
demitra system,1,yes,Demitra System,Σύστημα Demitra
greek central bank,1,yes,Greek Central Bank,Ελληνική Κεντρική Τράπεζα
frankfurt central bank,1,yes,Frankfurt Central Bank,Κεντρική Τράπεζα Της Φρανκφούρτης
oligarchy's channels,1,yes,Oligarchy's Channels,Τα Κανάλια Της Ολιγαρχίας
everest,1,yes,Everest,Everest
gregory's,1,yes,Gregory's,Του Gregory
detanyahu,1,yes,Detanyahu,Detanyahu
february 2016,1,yes,February 2016,Φεβρουάριος 2016
italian,1,yes,Italian,Ιταλικά
derm25,1,yes,Derm25,Derm25
maastricht,1,yes,Maastricht,Μάαστριχτ
1992,1,yes,1992,1992
finanz bank,1,yes,Finanz Bank,Χρηματοπιστωτική Τράπεζα
bnp paribas,1,yes,Bnp Paribas,Bnp Paribas
penthouses,1,yes,Penthouses,Ρετιρέ
national currency,1,yes,National Currency,Εθνικό Νόμισμα
euro crisis,1,yes,Euro Crisis,Κρίση Του Ευρώ
north-south divide,1,yes,North-south Divide,Χάσμα Βορρά-νότου
german proletarians,1,yes,German Proletarians,Γερμανοί Προλετάριοι
german bosses,1,yes,German Bosses,Γερμανικά Αφεντικά
french proletarians,1,yes,French Proletarians,Γάλλοι Προλετάριοι
french bosses,1,yes,French Bosses,Γαλλικά Αφεντικά
italian oligarchs,1,yes,Italian Oligarchs,Ιταλοί Ολιγάρχες
italian small and medium-sized businesses,1,yes,Italian Small And Medium-sized Businesses,Ιταλικές Μικρομεσαίες Επιχειρήσεις
czech republic,1,yes,Czech Republic,Δημοκρατία Της Τσεχίας
north-south,1,yes,North-south,Βορρά-νότου
cartel europe,1,yes,Cartel Europe,Ευρωπαϊκή Αφίσα
classical capitalist forms,1,yes,Classical Capitalist Forms,Κλασικές Καπιταλιστικές Μορφές
europeanists,1,yes,Europeanists,Ευρωπαϊστές
merra25 germany,1,yes,Merra25 Germany,Merra25 Germany
mpa25,1,yes,Mpa25,Mpa25
the state (referring to a political entity),1,yes,The State (referring To A Political Entity),Το Κράτος (αναφέρεται Σε Μια Πολιτική Οντότητα)
disceps,1,yes,Disceps,Disceps
consultative councils of clerks and elected citizens,1,yes,Consultative Councils Of Clerks And Elected Citizens,Συμβουλευτικά Συμβούλια Υπαλλήλων Και Εκλεγμένων Πολιτών
central committee,1,yes,Central Committee,Κεντρική Επιτροπή
demeter velenza,1,yes,Demeter Velenza,Demeter Velenza
john zappas,1,yes,John Zappas,John Zappas
manolis eliakis,1,yes,Manolis Eliakis,Μανώλης Ελιάκης
dimitris lambrou,1,yes,Dimitris Lambrou,Dimitris Lambrou
roula liatsou,1,yes,Roula Liatsou,Roula Liatsou
kiki bataki,1,yes,Kiki Bataki,Kiki Bataki
vasiliki kyvaki,1,yes,Vasiliki Kyvaki,Vasiliki Kyvaki
yannis persidis,1,yes,Yannis Persidis,Γιάννης Περσίδης
vassilis stylos,1,yes,Vassilis Stylos,Βασίλης Στυλό
elizabeth,1,yes,Elizabeth,Ελίζαμπεθ
panagiotis vlantis,1,yes,Panagiotis Vlantis,Παναγιώτης Βλαντής
georgouleas,1,yes,Georgouleas,Georgouleas
salvation sunday sandy,1,yes,Salvation Sunday Sandy,Κυριακή Της Σωτηρίας Sandy
john gumas,1,yes,John Gumas,John Gum
basil the magnificent,1,yes,Basil The Magnificent,Βασιλικός Ο Υπέροχος
styliannis stavropoulou,1,yes,Styliannis Stavropoulou,Στυλιαννή Σταυροπούλου
john haralambakis,1,yes,John Haralambakis,John Haralambakis
kenokostas,1,yes,Kenokostas,Kenokostas
helpe,1,yes,Helpe,Βοήθεια
kosko,1,yes,Kosko,Kosko
arlumps,1,yes,Arlumps,Arlumps
marshall plan,1,yes,Marshall Plan,Σχέδιο Μάρσαλ
cultural development,1,yes,Cultural Development,Πολιτιστική Ανάπτυξη
marazosis,1,yes,Marazosis,Marazosis
industrial revolution,1,yes,Industrial Revolution,Βιομηχανική Επανάσταση
pollutants,1,yes,Pollutants,Ρύποι
paul,1,yes,Paul,Paul
mr. e,1,yes,Mr. E,Mr. E
merra 25 coalition,1,yes,Merra 25 Coalition,Συνασπισμός Merra 25
decision makers,1,yes,Decision Makers,Υπεύθυνοι Λήψης Αποφάσεων
political parties,1,yes,Political Parties,Πολιτικά Κόμματα
decision-making centres,1,yes,Decision-making Centres,Κέντρα Λήψης Αποφάσεων
sacred geese,1,yes,Sacred Geese,Ιερές Χήνες
melissani,1,yes,Melissani,Melissani
beesanides,1,yes,Beesanides,Beesanides
mytiline,1,yes,Mytiline,Μυτιλίνη
english cdc,1,yes,English Cdc,Αγγλικά Cdc
megawatt hour,1,yes,Megawatt Hour,Μεγαβατώρα
deddye,1,yes,Deddye,Deddye
macri,1,yes,Macri,Macri
temps waters,1,yes,Temps Waters,Temps Waters
dededee's,1,yes,Dededee's,Dededee's
davos,1,yes,Davos,Davos
existing capitalism,1,yes,Existing Capitalism,Υφιστάμενος Καπιταλισμός
foreign investors,1,yes,Foreign Investors,Ξένοι Επενδυτές
greek security,1,yes,Greek Security,Ελληνική Ασφάλεια
greek bonds,1,yes,Greek Bonds,Ελληνικά Ομόλογα
demeter act,1,yes,Demeter Act,Πράξη Demeter
city of athens,1,yes,City Of Athens,Πόλη Της Αθήνας
the accuracy,1,yes,The Accuracy,Την Ακρίβεια
tin,1,yes,Tin,Κασσίτερος
confluence,1,yes,Confluence,Συμβολή
ulysses red loan program,1,yes,Ulysses Red Loan Program,Πρόγραμμα Δανείων Ulysses Red
executioner,1,yes,Executioner,Δήμιος
greek zapper,1,yes,Greek Zapper,Ελληνικό Zapper
ulysses program,1,yes,Ulysses Program,Πρόγραμμα Ulysses
green technologies,1,yes,Green Technologies,Πράσινες Τεχνολογίες
ban,1,yes,Ban,Απαγόρευση
nigerian,1,yes,Nigerian,Νιγηριανή
ethiopia,1,yes,Ethiopia,Αιθιοπία
media of mass deception,1,yes,Media Of Mass Deception,Μέσα Μαζικής Εξαπάτησης
financiers,1,yes,Financiers,Οικονομική
progressive front movement,1,yes,Progressive Front Movement,Προοδευτική Κίνηση Του Μετώπου
three sacred geese,1,yes,Three Sacred Geese,Τρεις Ιερές Χήνες
office,1,yes,Office,Γραφείο
electoral cartel,1,yes,Electoral Cartel,Εκλογική Αφίσα
parties on the left,1,yes,Parties On The Left,Κόμματα Της Αριστεράς
rallies,1,yes,Rallies,Συγκεντρώσεις
abraham benaroya,1,yes,Abraham Benaroya,Αβραάμ Μπεναρόγια
ioannis metaxas,1,yes,Ioannis Metaxas,Ιωάννης Μεταξάς
tasos toussa,1,yes,Tasos Toussa,Διαμέρισμα Στο Σπίτι
yannis zevgos,1,yes,Yannis Zevgos,Γιάννης Ζεύγος
nikos nikiforidis,1,yes,Nikos Nikiforidis,Νίκος Νικηφορίδης
stefanos veldemiris,1,yes,Stefanos Veldemiris,Στέφανος Βελδεμίρης
grigoris lambrakis,1,yes,Grigoris Lambrakis,Γρηγόρης Λαμπράκης
george tsarouxas,1,yes,George Tsarouxas,Γιώργος Τσαρούχας
socialist workers' federation of thessaloniki,1,yes,Socialist Workers' Federation Of Thessaloniki,Σοσιαλιστική Εργατική Ομοσπονδία Θεσσαλονίκης
student movement,1,yes,Student Movement,Φοιτητικό Κίνημα
trade unionists,1,yes,Trade Unionists,Συνδικαλιστές
frontal unity party,1,yes,Frontal Unity Party,Κόμμα Μετωπικής Ενότητας
councilors,1,yes,Councilors,Σύμβουλοι
leftist tradition of thessaloniki,1,yes,Leftist Tradition Of Thessaloniki,Αριστερή Παράδοση Της Θεσσαλονίκης
mr. marinakis' mega,1,yes,Mr. Marinakis' Mega,Το Μέγα Του Κ. Μαρινάκη
sophia avramidou,1,yes,Sophia Avramidou,Σοφία Αβραμίδου
alexandros galatianos,1,yes,Alexandros Galatianos,Αλέξανδρος Γαλατιανός
petros botsis,1,yes,Petros Botsis,Πέτρος Μπότσης
maria ermidou,1,yes,Maria Ermidou,Maria Ermidou
thodoris theodorides,1,yes,Thodoris Theodorides,Θοδωρής Θεοδωρίδης
polychronis karabelas,1,yes,Polychronis Karabelas,Polychronis Carabel
stathis karpidis,1,yes,Stathis Karpidis,Stathis Carpidis
michalis kritharidis,1,yes,Michalis Kritharidis,Μιχάλης Κριθαρίδης
nikoletta aliveri,1,yes,Nikoletta Aliveri,Nikoletta Aliveri
giorgos mikroulis,1,yes,Giorgos Mikroulis,Giorgos Microulis
evangelia moustaka,1,yes,Evangelia Moustaka,Ευαγγελία Μουστάκα
rena papadopoulou,1,yes,Rena Papadopoulou,Rena Papadopoulou
miltiadis pavlidis,1,yes,Miltiadis Pavlidis,Μιλτιάδης Παυλίδης
konstantinos danis,1,yes,Konstantinos Danis,Κωνσταντίνος Ντάνης
evangelia siarvali,1,yes,Evangelia Siarvali,Ευαγγελία Σιάρβαλη
leah skarlatou,1,yes,Leah Skarlatou,Leah Skarlatou
gregory koulas,1,yes,Gregory Koulas,Gregory Koulas
panagiotis spathis,1,yes,Panagiotis Spathis,Παναγιώτης Σπαθής
george fikos,1,yes,George Fikos,George Fikos
marilou fyndanidou,1,yes,Marilou Fyndanidou,Marilou Fyndanidou
katerina christofidou,1,yes,Katerina Christofidou,Κατερίνα Χριστοφίδου
maria davide kantara,1,yes,Maria Davide Kantara,Maria Davide Cantara
d'sepina kontogianni,1,yes,D'sepina Kontogianni,D'sepina Kontogianni
katerina sachtaridis,1,yes,Katerina Sachtaridis,Κατερίνα Σαχταρίδη
christina skarlatou,1,yes,Christina Skarlatou,Χριστίνα Σκαρλάτου
vassilis tikas,1,yes,Vassilis Tikas,Βασίλης Τίκας
2015 referendum,1,yes,2015 Referendum,Δημοψήφισμα Του 2015
greek history,1,yes,Greek History,Ελληνική Ιστορία
mitsotaki a.e.,1,yes,Mitsotaki A.e.,Mitsotaki A.e.
christos lasko,1,yes,Christos Lasko,Χρήστος Λάσκος
iro diotti,1,yes,Iro Diotti,Iro Diotti
farghani theatre,1,yes,Farghani Theatre,Θέατρο Φαρχάνι
sunday 29 may,1,yes,Sunday 29 May,Κυριακή 29 Μαΐου
cn,1,yes,Cn,Cn
former united states ambassador to greece,1,yes,Former United States Ambassador To Greece,Πρώην Πρεσβευτής Των Ηνωμένων Πολιτειών Στην Ελλάδα
brave people,1,yes,Brave People,Γενναίοι Άνθρωποι
night of the referendum,1,yes,Night Of The Referendum,Η Νύχτα Του Δημοψηφίσματος
mnemonics,1,yes,Mnemonics,Μνημονικά
oligarchy without borders,1,yes,Oligarchy Without Borders,Ολιγαρχία Χωρίς Σύνορα
real estate,1,yes,Real Estate,Ακίνητα
new agricultural bank,1,yes,New Agricultural Bank,Νέα Γεωργική Τράπεζα
basic necessities,1,yes,Basic Necessities,Βασικές Ανάγκες
small enterprises,1,yes,Small Enterprises,Μικρές Επιχειρήσεις
medium enterprises,1,yes,Medium Enterprises,Μεσαίες Επιχειρήσεις
large enterprises,1,yes,Large Enterprises,Μεγάλες Επιχειρήσεις
green industrial revolution,1,yes,Green Industrial Revolution,Πράσινη Βιομηχανική Επανάσταση
domestic production,1,yes,Domestic Production,Εγχώρια Παραγωγή
high-tech battery production plants,1,yes,High-tech Battery Production Plants,Εργοστάσια Παραγωγής Μπαταριών Υψηλής Τεχνολογίας
marine recyclable aluminum,1,yes,Marine Recyclable Aluminum,Θαλάσσιο Ανακυκλώσιμο Αλουμίνιο
seventh,1,yes,Seventh,Έβδομο
motorways,1,yes,Motorways,Αυτοκινητόδρομοι
munich,1,yes,Munich,Μόναχο
morocco,1,yes,Morocco,Μαρόκο
cooperative self-managed manufacturing companies,1,yes,Cooperative Self-managed Manufacturing Companies,Συνεταιριστικές Αυτοδιαχειριζόμενες Μεταποιητικές Εταιρείες
ninth,1,yes,Ninth,Ένατη
para-education,1,yes,Para-education,Παραεκπαίδευση
eleventh,1,yes,Eleventh,Ενδέκατη
european treaties,1,yes,European Treaties,Ευρωπαϊκές Συνθήκες
commies,1,yes,Commies,Κομμουνιστές
extreme centrists,1,yes,Extreme Centrists,Ακραίοι Κεντρώοι
multinationals,1,yes,Multinationals,Πολυεθνικές
memorandum arc,1,yes,Memorandum Arc,Τόξο Υπομνήματος
federations in thessaloniki,1,yes,Federations In Thessaloniki,Ομοσπονδίες Στη Θεσσαλονίκη
new great militant left,1,yes,New Great Militant Left,Νέα Μεγάλη Μαχητική Αριστερά
rome,1,yes,Rome,Ρώμη
b piraeus,1,yes,B Piraeus,Β Πειραιάς
southern greece,1,yes,Southern Greece,Νότια Ελλάδα
near east,1,yes,Near East,Κοντά Στην Ανατολή
taiped,1,yes,Taiped,Yesed
delore santer,1,yes,Delore Santer,Delore Santer
nsrfs,1,yes,Nsrfs,Nsrfs
rio antirrio,1,yes,Rio Antirrio,Ποταμος Αντι-ριο
mr simitis,1,yes,Mr Simitis,Κ. Σημίτης
mayor peletides,1,yes,Mayor Peletides,Μεγάλες Διαμάχες
vasily lasko,1,yes,Vasily Lasko,Vasily Lasko
hera dioti,1,yes,Hera Dioti,Hera Dioti
democratic processes,1,yes,Democratic Processes,Δημοκρατικές Διαδικασίες
my generation,1,yes,My Generation,Η Γενιά Μου
62,1,yes,62,62
74,1,yes,74,74
wall street,1,yes,Wall Street,Wall Street
billy brandt,1,yes,Billy Brandt,Billy Brandt
bruno krzysztynski,1,yes,Bruno Krzysztynski,Bruno Krzysztynski
